-29.00,265,291,265,283,54272
-13.00,263,287,263,281,54272
3.00,263,287,263,281,54272
-21.00,264,288,263,281,58368
-21.00,264,288,264,281,54272
-37.00,265,289,264,282,54272
-37.00,262,287,262,280,54272
-37.00,264,288,264,281,54272
27.00,263,287,262,280,54272
-5.00,264,288,263,282,54272
-5.00,265,289,263,282,54272
-5.00,263,287,262,280,54272
27.00,264,288,263,282,54272
27.00,262,287,262,280,54272
-21.00,264,288,263,281,54272
-21.00,263,288,263,282,54272
-21.00,264,288,264,281,54272
-5.00,264,288,265,284,54272
11.00,263,287,262,280,54272
11.00,263,287,263,280,54272
-5.00,263,287,262,280,54272
11.00,263,287,262,280,54272
11.00,263,287,262,280,54272
27.00,263,287,262,280,54272
-21.00,264,288,263,281,54272
-21.00,263,287,262,280,54272
-21.00,264,288,264,282,54272
-5.00,263,287,262,281,54272
-5.00,264,288,263,281,54272
27.00,263,288,263,282,54272
27.00,263,287,262,280,54272
27.00,263,288,263,281,54272
-5.00,262,287,262,280,54272
-5.00,264,288,263,281,54272
-5.00,263,287,262,280,54272
11.00,262,287,262,280,54272
11.00,262,287,262,280,54272
-37.00,262,287,262,280,54272
-21.00,262,287,262,280,54272
-21.00,263,286,262,280,54272
-53.00,262,287,262,280,54272
11.00,263,288,263,281,54272
11.00,264,288,263,281,54272
-53.00,262,286,262,280,54272
-53.00,263,288,263,281,54272
-53.00,263,288,263,281,54272
-37.00,263,287,262,280,54272
-69.00,263,288,263,281,54272
-69.00,263,288,263,281,54272
-69.00,263,287,263,281,54272
-21.00,263,288,263,281,54272
-21.00,262,287,262,280,54272
-53.00,262,287,262,280,54272
-21.00,262,287,262,280,54272
-21.00,262,287,262,280,54272
11.00,262,287,262,280,54272
-5.00,263,287,262,280,54272
-5.00,263,287,263,280,54272
27.00,264,288,264,282,54272
27.00,265,289,264,282,54272
27.00,266,288,264,282,54272
59.00,264,288,263,281,54272
59.00,264,288,264,282,54272
27.00,265,288,264,282,54272
27.00,264,288,264,282,54272
27.00,264,288,263,281,54272
-5.00,266,289,263,281,54272
11.00,264,288,263,281,54272
11.00,263,287,262,280,54272
27.00,263,287,262,280,54272
75.00,263,287,262,280,54272
75.00,263,287,262,280,54272
75.00,262,287,262,280,54272
59.00,263,287,262,280,54272
59.00,263,287,262,280,54272
43.00,263,288,263,281,54272
43.00,264,288,263,281,54272
43.00,263,286,263,282,54272
43.00,263,288,263,281,54272
11.00,263,288,263,281,54272
11.00,263,288,264,283,54272
11.00,263,288,263,281,54272
11.00,264,288,263,281,54272
11.00,263,287,262,280,54272
11.00,263,288,263,281,54272
-5.00,264,288,263,281,54272
-5.00,262,287,262,280,54272
-5.00,262,286,261,280,54272
-5.00,263,287,262,280,54272
-5.00,262,287,263,280,54272
27.00,263,287,263,280,54272
27.00,263,287,262,280,54272
11.00,263,288,263,281,54272
-21.00,263,288,263,281,54272
-21.00,263,287,262,280,54272
-5.00,263,288,263,281,54272
-21.00,263,288,264,281,54272
-21.00,264,289,263,281,54272
-5.00,264,288,263,281,54272
27.00,263,288,263,281,54272
27.00,265,287,262,279,54272
11.00,263,288,263,281,54272
-5.00,263,288,263,281,54272
-5.00,262,287,262,280,54272
43.00,263,286,262,280,54272
27.00,262,287,262,280,54272
27.00,262,287,262,280,54272
27.00,263,287,262,280,54272
27.00,263,286,262,280,54272
27.00,263,288,263,281,54272
-5.00,263,288,263,281,54272
-5.00,263,289,264,281,54272
-5.00,263,288,263,281,54272
11.00,263,288,263,281,54272
-69.00,264,290,265,281,54272
-69.00,264,288,263,281,54272
-5.00,264,288,263,281,54272
-5.00,263,287,262,281,54272
-5.00,263,288,263,281,54272
11.00,263,289,263,281,54272
11.00,262,287,262,280,54272
43.00,262,287,262,280,54272
-5.00,263,287,262,280,54272
-5.00,263,287,262,280,54272
27.00,263,287,262,280,54272
27.00,263,287,262,280,54272
27.00,264,288,262,281,54272
27.00,263,288,263,281,54272
43.00,265,288,262,282,54272
43.00,263,288,263,281,54272
59.00,263,288,263,281,54272
59.00,264,288,264,281,54272
59.00,264,288,263,281,54272
75.00,264,288,263,281,54272
43.00,262,286,262,279,54272
43.00,263,288,263,281,54272
43.00,263,288,263,281,54272
59.00,262,286,262,280,54272
59.00,262,287,262,280,54272
59.00,266,287,262,280,54272
43.00,263,286,262,280,54272
43.00,263,286,262,280,54272
43.00,262,287,262,280,54272
-5.00,264,288,263,281,54272
-5.00,263,288,263,280,54272
11.00,264,288,263,281,54272
11.00,264,288,263,281,54272
11.00,263,288,263,282,54272
-5.00,264,288,263,281,54272
-5.00,263,288,265,281,54272
11.00,265,288,263,281,54272
27.00,264,288,263,282,54272
27.00,264,288,264,280,54272
-53.00,262,287,262,280,54272
11.00,262,287,262,280,54272
11.00,262,287,262,280,54272
-5.00,262,286,262,280,54272
-53.00,262,287,262,280,54272
-53.00,263,287,262,280,54272
-21.00,262,287,262,280,54272
-5.00,263,288,263,281,54272
-5.00,263,287,262,280,54272
43.00,263,288,263,281,54272
27.00,263,288,263,281,54272
27.00,263,288,263,280,54272
43.00,264,288,263,281,54272
59.00,263,287,263,281,54272
59.00,263,288,262,280,54272
43.00,264,288,263,281,54272
43.00,264,288,264,283,54272
43.00,263,287,262,280,54272
-5.00,262,286,261,279,54272
-5.00,263,288,263,281,54272
27.00,263,288,263,281,54272
43.00,263,287,262,281,54272
43.00,263,288,263,281,54272
27.00,263,288,263,281,54272
27.00,263,287,262,280,54272
27.00,264,288,263,281,54272
27.00,263,288,263,281,54272
27.00,263,287,262,282,54272
27.00,263,288,264,282,54272
11.00,263,288,263,280,54272
27.00,263,287,262,280,54272
27.00,262,286,262,279,54272
-5.00,264,288,263,281,54272
11.00,264,288,263,280,54272
11.00,262,288,263,281,54272
11.00,264,288,263,281,54272
-37.00,263,288,263,281,54272
-37.00,263,287,263,281,54272
-5.00,263,288,263,281,54272
-21.00,264,288,263,281,54272
-21.00,264,288,263,281,54272
-21.00,264,288,263,281,54272
-5.00,263,288,263,281,54272
-5.00,262,287,262,280,54272
-5.00,262,286,262,279,54272
-53.00,262,286,262,280,54272
-53.00,263,288,263,281,54272
11.00,263,288,263,281,54272
11.00,263,287,262,280,54272
11.00,264,288,263,281,54272
11.00,264,288,263,281,54272
11.00,263,287,262,280,54272
11.00,263,288,263,281,54272
-5.00,263,288,263,281,54272
-5.00,263,287,262,280,54272
11.00,264,288,263,281,54272
11.00,262,287,262,281,54272
11.00,263,287,262,280,54272
-5.00,262,286,262,280,54272
11.00,263,287,262,280,54272
11.00,262,287,262,280,54272
27.00,263,287,262,280,54272
43.00,263,287,262,280,54272
43.00,263,288,263,281,54272
27.00,263,287,262,280,54272
43.00,263,288,263,281,54272
43.00,264,288,263,281,54272
11.00,263,287,264,282,54272
27.00,264,288,263,281,54272
27.00,264,288,263,281,54272
-21.00,264,288,264,282,54272
-21.00,264,288,263,281,54272
-21.00,264,288,263,281,54272
11.00,262,287,262,280,54272
11.00,262,287,262,280,54272
11.00,263,287,262,280,54272
27.00,262,287,262,280,54272
27.00,263,287,262,280,54272
59.00,262,287,262,280,54272
27.00,262,287,262,280,54272
27.00,263,288,263,281,54272
27.00,262,288,264,282,54272
11.00,263,288,263,281,54272
11.00,264,288,263,281,54272
-21.00,263,289,263,281,54272
-21.00,265,288,263,281,54272
-21.00,263,288,263,281,54272
-5.00,263,287,263,282,54272
43.00,263,288,264,281,54272
43.00,264,288,263,282,54272
-37.00,263,287,263,280,54272
-53.00,262,287,262,279,54272
-53.00,262,287,262,279,54272
-37.00,263,287,262,280,54272
-21.00,263,287,262,280,54272
-21.00,264,288,263,281,54272
-5.00,264,288,263,281,54272
-5.00,263,287,263,281,54272
-5.00,263,288,263,281,54272
11.00,264,288,263,281,54272
43.00,263,287,262,281,54272
43.00,263,288,263,281,54272
27.00,264,288,263,281,54272
27.00,263,288,263,281,54272
43.00,263,288,263,281,54272
-5.00,263,288,263,281,54272
-5.00,262,287,262,280,54272
-5.00,262,286,261,279,54272
-5.00,263,287,262,280,54272
-5.00,263,287,262,280,54272
11.00,262,287,262,280,54272
-53.00,264,288,263,281,54272
-53.00,263,288,263,281,54272
-69.00,263,287,263,280,54272
-21.00,264,288,263,281,54272
-21.00,263,288,263,281,54272
-5.00,263,287,262,280,54272
-5.00,264,288,263,281,54272
-5.00,264,288,263,281,54272
11.00,264,287,263,280,54272
-21.00,264,288,263,281,54272
-21.00,263,288,263,281,54272
-5.00,262,287,262,280,54272
-21.00,262,286,261,280,54272
-21.00,263,287,262,280,54272
-5.00,263,287,262,280,54272
11.00,263,287,262,280,54272
11.00,263,287,262,280,54272
27.00,263,288,263,281,54272
-5.00,263,288,263,281,54272
-5.00,263,287,263,280,54272
-37.00,263,288,263,281,54272
-37.00,263,288,263,282,54272
-37.00,263,287,263,281,54272
-21.00,263,288,263,281,54272
-21.00,263,288,263,281,54272
-37.00,263,287,263,281,54272
-37.00,263,288,263,281,54272
-37.00,264,288,263,281,54272
-5.00,262,287,262,280,54272
11.00,262,286,261,279,54272
11.00,263,287,262,280,54272
11.00,262,287,262,280,54272
-37.00,262,287,262,280,54272
-37.00,262,287,262,280,54272
11.00,263,288,263,281,54272
27.00,263,288,263,281,54272
27.00,263,287,262,281,54272
43.00,263,288,263,281,54272
27.00,263,288,263,281,54272
27.00,263,287,262,281,54272
43.00,263,288,263,281,54272
11.00,264,288,263,281,54272
11.00,263,287,263,280,54272
11.00,264,288,263,281,54272
43.00,264,288,264,281,54272
43.00,262,287,262,280,54272
-5.00,262,286,262,279,54272
-53.00,262,287,262,280,54272
-53.00,263,288,263,281,54272
-69.00,263,288,263,281,54272
-69.00,265,288,262,281,54272
-53.00,263,288,263,281,54272
-53.00,263,288,263,281,54272
-53.00,264,288,263,281,54272
-5.00,263,288,263,281,54272
-21.00,264,288,263,281,54272
-21.00,263,288,264,282,54272
-5.00,263,288,263,281,54272
-21.00,264,288,263,281,54272
-21.00,263,287,262,280,54272
-21.00,263,288,263,281,54272
-37.00,264,288,263,281,54272
-37.00,263,287,262,280,54272
11.00,263,288,263,281,54272
59.00,263,288,263,281,54272
59.00,263,288,262,280,54272
27.00,263,288,263,281,54272
-5.00,264,288,263,281,54272
-5.00,263,287,262,280,54272
43.00,262,287,262,280,54272
11.00,263,287,262,281,54272
11.00,265,289,264,283,54272
-21.00,264,290,266,284,54272
-37.00,265,289,265,283,54272
-37.00,266,290,264,283,54272
-21.00,265,289,264,282,54272
-21.00,265,289,264,282,54272
11.00,264,289,264,282,54272
11.00,263,288,263,281,54272
11.00,264,288,263,281,54272
-5.00,265,289,264,281,54272
-21.00,264,288,263,281,54272
-21.00,262,287,262,280,54272
-37.00,264,288,263,281,54272
11.00,263,288,263,281,54272
11.00,265,289,264,281,54272
-5.00,263,288,263,281,54272
-5.00,264,288,263,281,54272
-5.00,265,289,264,282,54272
43.00,263,288,263,281,54272
59.00,264,288,263,281,54272
59.00,264,288,264,282,54272
-5.00,263,288,263,281,54272
43.00,263,288,263,281,54272
43.00,263,287,262,280,54272
-21.00,262,286,261,279,54272
-53.00,264,288,263,281,54272
-53.00,264,288,263,281,54272
-53.00,264,288,263,282,54272
-5.00,263,288,263,281,54272
-5.00,263,288,264,281,54272
-5.00,263,289,264,282,54272
27.00,264,288,264,280,54272
27.00,263,288,263,281,54272
-5.00,265,289,264,282,54272
-5.00,264,288,263,281,54272
-5.00,264,288,263,281,54272
-21.00,263,287,263,280,54272
-21.00,262,286,261,279,54272
-21.00,262,287,262,280,54272
11.00,262,287,262,280,54272
11.00,263,287,262,280,54272
59.00,262,287,262,280,54272
27.00,262,287,262,280,54272
27.00,263,287,262,280,54272
-5.00,263,288,263,281,54272
27.00,263,288,263,281,54272
27.00,263,289,264,282,54272
27.00,263,288,263,281,54272
43.00,263,288,263,281,54272
43.00,263,288,263,281,54272
75.00,264,288,263,281,54272
27.00,263,288,263,281,54272
27.00,263,287,264,282,54272
11.00,263,288,263,281,54272
-5.00,263,288,263,281,54272
-5.00,263,287,262,280,54272
-53.00,262,286,262,280,54272
-21.00,263,287,262,280,54272
-21.00,263,288,263,281,54272
27.00,263,289,264,282,54272
27.00,264,288,262,282,54272
27.00,263,288,263,280,54272
11.00,263,288,263,281,54272
11.00,264,288,265,282,54272
-5.00,263,288,263,281,54272
11.00,264,288,263,281,54272
11.00,264,288,263,281,54272
11.00,264,289,264,282,54272
27.00,262,286,262,280,54272
27.00,263,287,262,280,54272
59.00,262,287,262,280,54272
43.00,263,287,263,280,54272
43.00,263,287,262,280,54272
-21.00,263,287,262,280,54272
-21.00,262,287,262,280,54272
-21.00,263,288,263,281,54272
-21.00,264,288,263,281,54272
-5.00,265,289,264,281,54272
-5.00,264,290,263,281,54272
-5.00,264,288,263,281,54272
-5.00,265,289,264,282,54272
-5.00,263,288,263,281,54272
-5.00,264,288,263,281,54272
27.00,263,288,263,281,54272
27.00,264,288,263,281,54272
27.00,263,287,262,280,54272
43.00,262,286,262,280,54272
43.00,263,287,262,280,54272
-5.00,262,287,262,280,54272
-5.00,262,287,262,280,54272
-37.00,263,287,262,280,54272
11.00,262,287,262,280,54272
11.00,263,287,262,280,54272
-53.00,263,287,262,280,54272
-5.00,263,287,262,280,54272
-5.00,262,287,262,280,54272
-5.00,262,287,262,280,54272
-21.00,263,287,262,280,54272
-21.00,263,287,262,280,54272
-37.00,263,287,263,281,54272
-53.00,262,287,262,280,54272
-53.00,262,286,262,280,54272
-85.00,262,287,262,280,54272
-53.00,264,288,263,281,54272
-53.00,264,288,264,282,54272
-21.00,265,290,264,281,54272
-21.00,264,289,264,281,54272
-21.00,264,288,263,281,54272
11.00,265,289,264,282,54272
-5.00,264,288,264,282,54272
-5.00,264,288,263,281,54272
-21.00,265,288,263,282,54272
27.00,264,288,263,281,54272
27.00,262,287,262,280,54272
43.00,263,287,262,280,54272
75.00,262,286,261,280,54272
75.00,262,287,262,280,54272
11.00,263,287,262,280,54272
11.00,262,287,262,280,54272
-5.00,262,287,262,280,54272
27.00,263,287,262,280,54272
27.00,262,287,262,280,54272
11.00,262,287,262,280,54272
11.00,263,287,263,281,54272
11.00,263,287,262,280,54272
-21.00,263,287,262,280,54272
-37.00,262,287,262,281,54272
-37.00,262,287,262,280,54272
11.00,262,287,262,280,54272
91.00,262,287,262,280,54272
91.00,262,287,262,280,54272
43.00,263,288,263,281,54272
59.00,264,288,264,281,54272
59.00,265,289,264,283,54272
43.00,265,288,263,281,54272
27.00,264,288,263,281,54272
27.00,264,289,263,282,54272
43.00,264,288,263,282,54272
11.00,264,288,263,281,54272
11.00,263,288,264,281,54272
11.00,263,288,263,281,54272
59.00,263,288,263,281,54272
59.00,262,287,262,280,54272
11.00,262,286,262,279,54272
11.00,263,287,262,280,54272
-5.00,263,287,262,280,54272
27.00,262,287,262,280,54272
27.00,263,287,262,280,54272
-5.00,263,287,263,280,54272
43.00,263,286,262,280,54272
43.00,262,287,262,280,54272
-53.00,263,287,262,280,54272
-37.00,263,287,262,280,54272
-37.00,263,287,262,280,54272
11.00,263,287,262,280,54272
-53.00,262,287,262,280,54272
-53.00,263,287,262,281,54272
-21.00,263,287,262,281,54272
-21.00,263,287,262,280,54272
-21.00,263,287,262,280,54272
11.00,262,287,262,280,54272
27.00,263,287,262,280,54272
27.00,262,287,262,280,54272
43.00,262,286,262,280,54272
27.00,262,286,262,280,54272
27.00,263,287,262,280,54272
59.00,262,287,262,281,54272
11.00,263,288,263,281,54272
11.00,264,288,263,281,54272
-21.00,264,289,263,281,54272
-37.00,263,288,263,281,54272
-37.00,266,288,263,281,54272
-85.00,263,288,263,281,54272
-85.00,263,288,264,282,54272
-37.00,263,288,263,281,54272
27.00,263,288,263,281,54272
27.00,264,289,264,282,54272
27.00,262,287,262,280,54272
-5.00,263,287,262,280,54272
-5.00,263,287,262,280,54272
27.00,262,287,262,280,54272
-5.00,262,287,262,280,54272
-5.00,262,287,262,280,54272
11.00,263,287,262,280,54272
11.00,262,287,262,280,54272
11.00,262,287,262,281,54272
11.00,262,287,262,281,54272
11.00,263,288,264,281,54272
11.00,265,290,263,281,54272
27.00,265,290,264,282,54272
-21.00,264,288,263,281,54272
-21.00,263,288,263,281,54272
27.00,264,289,264,282,54272
43.00,264,288,263,281,54272
43.00,263,288,263,281,54272
11.00,265,289,264,282,54272
11.00,264,288,263,281,54272
11.00,264,289,264,282,54272
-37.00,263,287,262,280,54272
43.00,262,286,261,279,54272
43.00,262,287,262,280,54272
75.00,263,288,263,281,54272
75.00,265,289,264,282,54272
-37.00,264,288,263,281,54272
-5.00,264,288,263,281,54272
-5.00,264,288,263,281,54272
11.00,264,289,264,282,54272
43.00,264,288,263,281,54272
43.00,263,288,264,281,54272
27.00,265,288,264,282,54272
-21.00,264,288,263,281,54272
-21.00,263,287,262,280,54272
-37.00,263,287,262,280,54272
-5.00,262,286,261,279,54272
-5.00,263,287,262,281,54272
-5.00,263,287,262,281,54272
27.00,262,287,262,280,54272
27.00,262,287,263,279,54272
75.00,262,287,262,280,54272
59.00,263,287,262,280,54272
59.00,262,286,262,280,54272
75.00,263,287,262,280,54272
11.00,262,287,262,280,54272
11.00,263,287,262,280,54272
59.00,263,288,263,281,54272
43.00,263,288,263,281,54272
43.00,265,289,265,282,54272
-21.00,264,288,262,281,54272
-85.00,263,288,263,281,54272
-85.00,265,289,264,283,54272
-21.00,264,288,263,281,54272
-21.00,266,289,264,283,54272
-37.00,265,290,266,284,54272
-69.00,265,289,264,282,54272
-69.00,265,289,265,282,54272
-5.00,263,288,263,281,54272
27.00,264,289,264,283,54272
27.00,265,289,264,283,54272
11.00,265,289,264,282,54272
-5.00,265,289,264,282,54272
-5.00,265,290,264,283,54272
27.00,265,290,265,283,54272
27.00,265,289,265,283,54272
27.00,264,288,264,281,54272
-5.00,268,293,267,288,54272
-1141.00,279,312,281,305,54272
-1141.00,286,330,318,315,54272
-1749.00,286,336,351,316,54272
-1317.00,271,329,355,295,54272
-1317.00,258,318,345,250,54272
939.00,257,298,306,211,54272
363.00,258,268,268,173,54272
363.00,273,270,252,152,54272
779.00,300,283,257,156,54272
-1285.00,309,283,262,158,54272
-1285.00,314,284,271,159,54272
1339.00,318,294,274,181,54272
1339.00,334,311,281,212,54272
2075.00,338,316,281,213,54272
-117.00,334,319,278,209,54272
-117.00,321,325,273,186,54272
91.00,308,333,250,158,54272
507.00,304,337,212,153,54272
507.00,305,334,183,159,54272
3067.00,310,323,183,193,54272
1771.00,318,311,204,223,54272
1771.00,326,308,230,246,54272
-565.00,330,309,251,248,54272
-645.00,324,311,270,231,54272
-645.00,316,314,288,226,54272
683.00,314,317,295,225,54272
491.00,307,311,296,230,54272
491.00,284,310,297,245,54272
363.00,272,308,297,267,54272
-149.00,269,300,296,286,54272
-149.00,270,289,284,307,54272
-2421.00,269,282,252,323,54272
-997.00,269,281,226,332,54272
-997.00,270,283,224,344,54272
-117.00,278,283,224,353,54272
-917.00,284,284,224,356,54272
-917.00,284,282,224,356,54272
-229.00,281,283,224,348,54272
-1557.00,271,289,225,314,54272
-1557.00,268,294,223,292,54272
-725.00,267,307,223,278,54272
-725.00,275,312,224,252,54272
-245.00,293,313,224,237,54272
-245.00,297,311,223,228,54272
-245.00,297,309,223,211,54272
-1205.00,282,307,222,194,54272
-5.00,259,303,222,156,54272
-5.00,257,291,223,122,54272
1227.00,258,282,223,123,54272
2603.00,275,295,223,152,54272
2603.00,308,320,223,197,54272
2203.00,326,326,222,221,54272
-1061.00,331,325,223,227,54272
-1061.00,302,304,223,259,54272
-341.00,257,269,222,309,54272
-1317.00,258,269,220,359,54272
-1317.00,258,275,223,403,54272
-1957.00,258,274,223,424,54272
-341.00,258,274,223,425,54272
-341.00,258,272,223,424,54272
-1189.00,258,275,223,426,54272
-1141.00,259,274,223,425,54272
-1141.00,259,275,223,426,54272
-2645.00,259,275,223,426,54272
-1413.00,258,274,223,426,54272
-1413.00,259,275,224,426,54272
1083.00,259,275,223,427,54272
283.00,257,274,224,429,54272
283.00,259,275,224,426,54272
923.00,259,275,224,425,54272
923.00,258,275,223,419,54272
203.00,257,273,222,414,54272
-165.00,257,275,222,415,54272
-165.00,258,275,223,415,54272
-469.00,257,273,222,415,54272
-613.00,257,273,223,415,54272
-613.00,257,273,222,415,54272
-325.00,257,274,222,414,54272
-549.00,255,275,222,414,54272
-549.00,254,275,222,415,54272
-133.00,254,275,222,415,54272
-597.00,254,275,223,415,54272
-597.00,254,275,223,415,54272
-725.00,255,276,224,417,54272
-885.00,255,276,223,417,54272
-885.00,255,275,223,416,54272
-661.00,255,276,223,417,54272
-645.00,255,276,223,416,54272
-645.00,255,275,223,415,54272
-677.00,255,277,224,416,54272
-661.00,256,276,223,416,54272
-661.00,255,275,223,415,54272
-661.00,255,276,223,416,54272
-741.00,255,276,223,416,54272
-741.00,254,275,223,415,54272
-661.00,254,274,222,414,54272
-645.00,255,275,223,415,54272
-645.00,255,276,223,416,54272
-661.00,255,276,223,416,54272
-661.00,255,276,223,416,54272
-661.00,255,276,223,416,54272
-629.00,255,275,223,416,54272
-629.00,255,276,223,417,54272
-661.00,255,276,223,416,54272
-645.00,254,275,222,416,54272
-645.00,255,276,223,416,54272
-629.00,255,276,223,416,54272
-661.00,254,275,222,415,54272
-661.00,254,275,222,414,54272
-661.00,255,276,223,416,54272
-661.00,255,276,223,417,54272
-661.00,254,275,222,418,54272
-677.00,255,276,223,417,54272
-645.00,255,276,223,417,54272
-645.00,254,276,223,416,54272
-677.00,255,277,223,415,54272
-677.00,256,275,222,415,54272
-677.00,255,275,223,416,54272
-677.00,255,276,223,416,54272
-213.00,255,276,223,416,54272
-213.00,254,275,222,415,54272
-741.00,256,274,222,409,54272
-789.00,257,275,222,391,54272
-789.00,256,275,222,387,54272
-853.00,252,274,222,399,54272
-853.00,256,281,223,401,54272
-469.00,269,301,223,381,54272
-2069.00,277,311,223,379,54272
-2069.00,286,311,223,378,54272
-1205.00,297,319,223,379,54272
-2277.00,322,340,223,378,54272
-2277.00,345,358,223,372,54272
-549.00,343,364,223,362,54272
2459.00,323,364,223,338,54272
2459.00,298,363,223,324,54272
1835.00,300,364,223,316,54272
1211.00,299,362,222,306,54272
1211.00,282,359,222,312,54272
875.00,263,351,222,316,54272
-325.00,262,327,223,317,54272
-325.00,264,296,223,309,54272
3579.00,279,266,223,295,54272
651.00,292,265,223,292,54272
651.00,298,268,224,289,54272
-725.00,297,270,223,295,54272
-4405.00,292,301,223,330,54272
-4405.00,286,325,222,354,54272
1035.00,276,337,223,359,54272
571.00,253,365,223,359,54272
571.00,250,379,223,359,54272
1211.00,248,375,222,355,54272
1259.00,247,375,222,354,54272
1259.00,249,374,222,355,54272
395.00,249,375,222,355,54272
395.00,248,376,222,355,54272
1051.00,249,375,223,356,54272
2827.00,260,368,223,370,54272
2827.00,267,362,223,376,54272
91.00,267,361,223,375,54272
491.00,266,363,223,375,38912
491.00,266,363,223,373,4096
491.00,265,364,223,372,54272
555.00,265,363,223,378,54272
27.00,265,362,223,374,54272
27.00,268,361,223,377,54272
1659.00,280,353,224,395,54272
1563.00,305,333,222,418,54272
1563.00,319,312,222,431,54272
